wall_time_s,element_id,active_total,active_fresh,active_stale,inactive_total,collision_count,fresh_ratio,quorum_held,cp_frozen,cycle_count
10.973,1,4,1,3,0,0,0.25,0,0,98
10.973,2,4,2,2,0,0,0.5,1,0,98
10.974,3,4,2,2,0,0,0.5,1,0,98
10.975,4,4,2,2,0,0,0.5,1,0,98
11.082,0,4,1,3,0,0,0.25,0,0,99
11.083,1,4,1,3,0,0,0.25,0,0,99
11.083,2,4,2,2,0,0,0.5,1,0,99
11.084,3,4,2,2,0,0,0.5,1,0,99
11.085,4,4,2,2,0,0,0.5,1,0,99
11.192,0,4,1,3,0,0,0.25,0,0,100
11.193,1,4,1,3,0,0,0.25,0,0,100
11.194,2,4,2,2,0,0,0.5,1,0,100
11.194,3,4,2,2,0,0,0.5,1,0,100
11.195,4,4,2,2,0,0,0.5,1,0,100
11.302,0,4,1,3,0,0,0.25,0,0,101
11.303,1,4,1,3,0,0,0.25,0,0,101
11.303,2,4,2,2,0,0,0.5,1,0,101
11.304,3,4,2,2,0,0,0.5,1,0,101
11.305,4,4,2,2,0,0,0.5,1,0,101
11.412,0,4,1,3,0,0,0.25,0,0,102
11.413,1,4,1,3,0,0,0.25,0,0,102
11.413,2,4,2,2,0,0,0.5,1,0,102
11.414,3,4,2,2,0,0,0.5,1,0,102
11.415,4,4,2,2,0,0,0.5,1,0,102
11.522,0,4,1,3,0,0,0.25,0,0,103
11.523,1,4,1,3,0,0,0.25,0,0,103
11.523,2,4,2,2,0,0,0.5,1,0,103
11.524,3,4,2,2,0,0,0.5,1,0,103
11.525,4,4,2,2,0,0,0.5,1,0,103
11.632,0,4,1,3,0,0,0.25,0,0,104
11.633,1,4,1,3,0,0,0.25,0,0,104
11.633,2,2,2,0,2,0,1.0,1,0,104
11.634,3,2,2,0,2,0,1.0,1,0,104
11.635,4,2,2,0,2,0,1.0,1,0,104
11.742,0,1,1,0,3,0,1.0,1,0,105
11.743,1,1,1,0,3,0,1.0,1,0,105
11.744,2,2,2,0,2,0,1.0,1,0,105
11.744,3,2,2,0,2,0,1.0,1,0,105
11.745,4,2,2,0,2,0,1.0,1,0,105
11.852,0,1,1,0,3,0,1.0,1,0,106
11.853,1,1,1,0,3,0,1.0,1,0,106
11.853,2,2,2,0,2,0,1.0,1,0,106
11.854,3,2,2,0,2,0,1.0,1,0,106
11.855,4,2,2,0,2,0,1.0,1,0,106
11.962,0,1,1,0,3,0,1.0,1,0,107
11.963,1,1,1,0,3,0,1.0,1,0,107
11.963,2,2,2,0,2,0,1.0,1,0,107
11.964,3,2,2,0,2,0,1.0,1,0,107
11.965,4,2,2,0,2,0,1.0,1,0,107
12.072,0,1,1,0,3,0,1.0,1,0,108
12.073,1,1,1,0,3,0,1.0,1,0,108
12.073,2,2,2,0,2,0,1.0,1,0,108
12.074,3,2,2,0,2,0,1.0,1,0,108
12.075,4,2,2,0,2,0,1.0,1,0,108
12.182,0,1,1,0,3,0,1.0,1,0,109
12.183,1,1,1,0,3,0,1.0,1,0,109
12.183,2,2,2,0,2,0,1.0,1,0,109
12.184,3,2,2,0,2,0,1.0,1,0,109
12.185,4,2,2,0,2,0,1.0,1,0,109
12.292,0,1,1,0,3,0,1.0,1,0,110
12.293,1,1,1,0,3,0,1.0,1,0,110
12.294,2,2,2,0,2,0,1.0,1,0,110
12.294,3,2,2,0,2,0,1.0,1,0,110
12.295,4,2,2,0,2,0,1.0,1,0,110
12.402,0,1,1,0,3,0,1.0,1,0,111
12.403,1,1,1,0,3,0,1.0,1,0,111
12.403,2,2,2,0,2,0,1.0,1,0,111
12.404,3,2,2,0,2,0,1.0,1,0,111
12.405,4,2,2,0,2,0,1.0,1,0,111
12.512,0,1,1,0,3,0,1.0,1,0,112
12.513,1,1,1,0,3,0,1.0,1,0,112
12.513,2,2,2,0,2,0,1.0,1,0,112
12.514,3,2,2,0,2,0,1.0,1,0,112
12.515,4,2,2,0,2,0,1.0,1,0,112
12.622,0,1,1,0,3,0,1.0,1,0,113
12.623,1,1,1,0,3,0,1.0,1,0,113
12.623,2,2,2,0,2,0,1.0,1,0,113
12.624,3,2,2,0,2,0,1.0,1,0,113
12.625,4,2,2,0,2,0,1.0,1,0,113
12.732,0,1,1,0,3,0,1.0,1,0,114
12.733,1,1,1,0,3,0,1.0,1,0,114
12.733,2,2,2,0,2,0,1.0,1,0,114
12.734,3,2,2,0,2,0,1.0,1,0,114
12.735,4,2,2,0,2,0,1.0,1,0,114
12.842,0,1,1,0,3,0,1.0,1,0,115
12.843,1,1,1,0,3,0,1.0,1,0,115
12.844,2,2,2,0,2,0,1.0,1,0,115
12.844,3,2,2,0,2,0,1.0,1,0,115
12.845,4,2,2,0,2,0,1.0,1,0,115
12.952,0,1,1,0,3,0,1.0,1,0,116
12.953,1,1,1,0,3,0,1.0,1,0,116
12.953,2,2,2,0,2,0,1.0,1,0,116
12.954,3,2,2,0,2,0,1.0,1,0,116
12.955,4,2,2,0,2,0,1.0,1,0,116
13.062,0,1,1,0,3,0,1.0,1,0,117
13.063,1,1,1,0,3,0,1.0,1,0,117
13.063,2,2,2,0,2,0,1.0,1,0,117
13.064,3,2,2,0,2,0,1.0,1,0,117
13.065,4,2,2,0,2,0,1.0,1,0,117
13.172,0,1,1,0,3,0,1.0,1,0,118
13.173,1,1,1,0,3,0,1.0,1,0,118
13.173,2,2,2,0,2,0,1.0,1,0,118
13.174,3,2,2,0,2,0,1.0,1,0,118
13.175,4,2,2,0,2,0,1.0,1,0,118
13.282,0,1,1,0,3,0,1.0,1,0,119
13.283,1,1,1,0,3,0,1.0,1,0,119
13.283,2,2,2,0,2,0,1.0,1,0,119
13.284,3,2,2,0,2,0,1.0,1,0,119
13.285,4,2,2,0,2,0,1.0,1,0,119
13.392,0,1,1,0,3,0,1.0,1,0,120
13.393,1,1,1,0,3,0,1.0,1,0,120
13.394,2,2,2,0,2,0,1.0,1,0,120
13.394,3,2,2,0,2,0,1.0,1,0,120
13.395,4,2,2,0,2,0,1.0,1,0,120
13.502,0,1,1,0,3,0,1.0,1,0,121
13.503,1,1,1,0,3,0,1.0,1,0,121
13.503,2,2,2,0,2,0,1.0,1,0,121
13.504,3,2,2,0,2,0,1.0,1,0,121
13.505,4,2,2,0,2,0,1.0,1,0,121
13.612,0,1,1,0,3,0,1.0,1,0,122
13.613,1,1,1,0,3,0,1.0,1,0,122
13.613,2,2,2,0,2,0,1.0,1,0,122
13.614,3,2,2,0,2,0,1.0,1,0,122
13.615,4,2,2,0,2,0,1.0,1,0,122
13.722,0,1,1,0,3,0,1.0,1,0,123
13.723,1,1,1,0,3,0,1.0,1,0,123
13.723,2,2,2,0,2,0,1.0,1,0,123
13.724,3,2,2,0,2,0,1.0,1,0,123
13.725,4,2,2,0,2,0,1.0,1,0,123
13.832,0,1,1,0,3,0,1.0,1,0,124
13.833,1,1,1,0,3,0,1.0,1,0,124
13.833,2,2,2,0,2,0,1.0,1,0,124
13.834,3,2,2,0,2,0,1.0,1,0,124
13.835,4,2,2,0,2,0,1.0,1,0,124
13.942,0,1,1,0,3,0,1.0,1,0,125
13.943,1,1,1,0,3,0,1.0,1,0,125
13.944,2,2,2,0,2,0,1.0,1,0,125
13.944,3,2,2,0,2,0,1.0,1,0,125
13.945,4,2,2,0,2,0,1.0,1,0,125
14.052,0,1,1,0,3,0,1.0,1,0,126
14.053,1,1,1,0,3,0,1.0,1,0,126
14.053,2,2,2,0,2,0,1.0,1,0,126
14.054,3,2,2,0,2,0,1.0,1,0,126
14.055,4,2,2,0,2,0,1.0,1,0,126
14.162,0,1,1,0,3,0,1.0,1,0,127
14.163,1,1,1,0,3,0,1.0,1,0,127
14.163,2,2,2,0,2,0,1.0,1,0,127
14.164,3,2,2,0,2,0,1.0,1,0,127
14.165,4,2,2,0,2,0,1.0,1,0,127
14.272,0,1,1,0,3,0,1.0,1,0,128
14.273,1,1,1,0,3,0,1.0,1,0,128
14.273,2,2,2,0,2,0,1.0,1,0,128
14.274,3,2,2,0,2,0,1.0,1,0,128
14.275,4,2,2,0,2,0,1.0,1,0,128
14.382,0,1,1,0,3,0,1.0,1,0,129
14.383,1,1,1,0,3,0,1.0,1,0,129
14.383,2,2,2,0,2,0,1.0,1,0,129
14.384,3,2,2,0,2,0,1.0,1,0,129
14.385,4,2,2,0,2,0,1.0,1,0,129
14.492,0,1,1,0,3,0,1.0,1,0,130
14.493,1,1,1,0,3,0,1.0,1,0,130
14.494,2,2,2,0,2,0,1.0,1,0,130
14.494,3,2,2,0,2,0,1.0,1,0,130
14.495,4,2,2,0,2,0,1.0,1,0,130
14.602,0,1,1,0,3,0,1.0,1,0,131
14.603,1,1,1,0,3,0,1.0,1,0,131
14.603,2,2,2,0,2,0,1.0,1,0,131
14.604,3,2,2,0,2,0,1.0,1,0,131
14.605,4,2,2,0,2,0,1.0,1,0,131
14.712,0,1,1,0,3,0,1.0,1,0,132
14.713,1,1,1,0,3,0,1.0,1,0,132
14.713,2,2,2,0,2,0,1.0,1,0,132
14.714,3,2,2,0,2,0,1.0,1,0,132
14.715,4,2,2,0,2,0,1.0,1,0,132
14.822,0,1,1,0,3,0,1.0,1,0,133
14.823,1,1,1,0,3,0,1.0,1,0,133
14.823,2,2,2,0,2,0,1.0,1,0,133
14.824,3,2,2,0,2,0,1.0,1,0,133
14.825,4,2,2,0,2,0,1.0,1,0,133
14.932,0,1,1,0,3,0,1.0,1,0,134
14.933,1,1,1,0,3,0,1.0,1,0,134
14.933,2,2,2,0,2,0,1.0,1,0,134
14.934,3,2,2,0,2,0,1.0,1,0,134
14.935,4,2,2,0,2,0,1.0,1,0,134
15.042,0,1,1,0,3,0,1.0,1,0,135
15.043,1,1,1,0,3,0,1.0,1,0,135
15.044,2,2,2,0,2,0,1.0,1,0,135
15.044,3,2,2,0,2,0,1.0,1,0,135
15.045,4,2,2,0,2,0,1.0,1,0,135
15.152,0,1,1,0,3,0,1.0,1,0,136
15.153,1,1,1,0,3,0,1.0,1,0,136
15.153,2,2,2,0,2,0,1.0,1,0,136
15.154,3,2,2,0,2,0,1.0,1,0,136
15.155,4,2,2,0,2,0,1.0,1,0,136
15.262,0,1,1,0,3,0,1.0,1,0,137
15.263,1,1,1,0,3,0,1.0,1,0,137
15.263,2,2,2,0,2,0,1.0,1,0,137
15.264,3,2,2,0,2,0,1.0,1,0,137
15.265,4,2,2,0,2,0,1.0,1,0,137
15.372,0,1,1,0,3,0,1.0,1,0,138
15.373,1,1,1,0,3,0,1.0,1,0,138
15.373,2,2,2,0,2,0,1.0,1,0,138
15.374,3,2,2,0,2,0,1.0,1,0,138
15.375,4,2,2,0,2,0,1.0,1,0,138
15.482,0,1,1,0,3,0,1.0,1,0,139
15.483,1,1,1,0,3,0,1.0,1,0,139
15.483,2,2,2,0,2,0,1.0,1,0,139
15.484,3,2,2,0,2,0,1.0,1,0,139
15.485,4,2,2,0,2,0,1.0,1,0,139
15.592,0,1,1,0,3,0,1.0,1,0,140
15.593,1,1,1,0,3,0,1.0,1,0,140
15.594,2,2,2,0,2,0,1.0,1,0,140
15.594,3,2,2,0,2,0,1.0,1,0,140
15.595,4,2,2,0,2,0,1.0,1,0,140
15.702,0,1,1,0,3,0,1.0,1,0,141
15.703,1,1,1,0,3,0,1.0,1,0,141
15.703,2,2,2,0,2,0,1.0,1,0,141
15.704,3,2,2,0,2,0,1.0,1,0,141
15.705,4,2,2,0,2,0,1.0,1,0,141
15.812,0,1,1,0,3,0,1.0,1,0,142
15.813,1,1,1,0,3,0,1.0,1,0,142
15.813,2,2,2,0,2,0,1.0,1,0,142
15.814,3,2,2,0,2,0,1.0,1,0,142
15.815,4,2,2,0,2,0,1.0,1,0,142
15.922,0,1,1,0,3,0,1.0,1,0,143
15.923,1,1,1,0,3,0,1.0,1,0,143
15.923,2,2,2,0,2,0,1.0,1,0,143
15.924,3,2,2,0,2,0,1.0,1,0,143
15.925,4,2,2,0,2,0,1.0,1,0,143
16.032,0,1,1,0,3,0,1.0,1,0,144
16.033,1,1,1,0,3,0,1.0,1,0,144
16.033,2,2,2,0,2,0,1.0,1,0,144
16.034,3,2,2,0,2,0,1.0,1,0,144
16.035,4,2,2,0,2,0,1.0,1,0,144
16.142,0,1,1,0,3,0,1.0,1,0,145
16.143,1,1,1,0,3,0,1.0,1,0,145
16.144,2,2,2,0,2,0,1.0,1,0,145
16.144,3,2,2,0,2,0,1.0,1,0,145
16.145,4,2,2,0,2,0,1.0,1,0,145
16.252,0,1,1,0,3,0,1.0,1,0,146
16.253,1,1,1,0,3,0,1.0,1,0,146
16.253,2,2,2,0,2,0,1.0,1,0,146
16.254,3,2,2,0,2,0,1.0,1,0,146
16.255,4,2,2,0,2,0,1.0,1,0,146
16.362,0,1,1,0,3,0,1.0,1,0,147
16.363,1,1,1,0,3,0,1.0,1,0,147
16.364,2,2,2,0,2,0,1.0,1,0,147
16.364,3,2,2,0,2,0,1.0,1,0,147
16.365,4,2,2,0,2,0,1.0,1,0,147
16.472,0,1,1,0,3,0,1.0,1,0,148
16.473,1,1,1,0,3,0,1.0,1,0,148
16.473,2,2,2,0,2,0,1.0,1,0,148
16.474,3,2,2,0,2,0,1.0,1,0,148
16.475,4,2,2,0,2,0,1.0,1,0,148
16.582,0,1,1,0,3,0,1.0,1,0,149
16.583,1,1,1,0,3,0,1.0,1,0,149
16.583,2,2,2,0,2,0,1.0,1,0,149
16.584,3,2,2,0,2,0,1.0,1,0,149
16.585,4,2,2,0,2,0,1.0,1,0,149
16.692,0,1,1,0,3,0,1.0,1,0,150
16.693,1,1,1,0,3,0,1.0,1,0,150
16.694,2,4,4,0,0,0,1.0,1,0,150
16.694,3,4,4,0,0,0,1.0,1,0,150
16.695,4,4,4,0,0,0,1.0,1,0,150
16.802,0,4,4,0,0,0,1.0,1,0,151
16.803,1,4,4,0,0,0,1.0,1,0,151
16.803,2,4,4,0,0,0,1.0,1,0,151
16.804,3,4,4,0,0,0,1.0,1,0,151
16.805,4,4,4,0,0,0,1.0,1,0,151
16.912,0,4,4,0,0,0,1.0,1,0,152
16.913,1,4,4,0,0,0,1.0,1,0,152
16.913,2,4,4,0,0,0,1.0,1,0,152
16.914,3,4,4,0,0,0,1.0,1,0,152
16.915,4,4,4,0,0,0,1.0,1,0,152
17.022,0,4,4,0,0,0,1.0,1,0,153
17.023,1,4,4,0,0,0,1.0,1,0,153
17.023,2,4,4,0,0,0,1.0,1,0,153
17.024,3,4,4,0,0,0,1.0,1,0,153
17.025,4,4,4,0,0,0,1.0,1,0,153
17.132,0,4,4,0,0,0,1.0,1,0,154
17.133,1,4,4,0,0,0,1.0,1,0,154
17.133,2,4,4,0,0,0,1.0,1,0,154
17.134,3,4,4,0,0,0,1.0,1,0,154
17.135,4,4,4,0,0,0,1.0,1,0,154
17.242,0,4,4,0,0,0,1.0,1,0,155
17.243,1,4,4,0,0,0,1.0,1,0,155
17.244,2,4,4,0,0,0,1.0,1,0,155
17.244,3,4,4,0,0,0,1.0,1,0,155
17.245,4,4,4,0,0,0,1.0,1,0,155
17.352,0,4,4,0,0,0,1.0,1,0,156
17.353,1,4,4,0,0,0,1.0,1,0,156
17.353,2,4,4,0,0,0,1.0,1,0,156
17.354,3,4,4,0,0,0,1.0,1,0,156
17.355,4,4,4,0,0,0,1.0,1,0,156
17.462,0,4,4,0,0,0,1.0,1,0,157
17.463,1,4,4,0,0,0,1.0,1,0,157
17.463,2,4,4,0,0,0,1.0,1,0,157
17.464,3,4,4,0,0,0,1.0,1,0,157
17.465,4,4,4,0,0,0,1.0,1,0,157
17.572,0,4,4,0,0,0,1.0,1,0,158
17.573,1,4,4,0,0,0,1.0,1,0,158
17.573,2,4,4,0,0,0,1.0,1,0,158
17.574,3,4,4,0,0,0,1.0,1,0,158
17.575,4,4,4,0,0,0,1.0,1,0,158
17.682,0,4,4,0,0,0,1.0,1,0,159
17.683,1,4,4,0,0,0,1.0,1,0,159
17.683,2,4,4,0,0,0,1.0,1,0,159
17.684,3,4,4,0,0,0,1.0,1,0,159
17.685,4,4,4,0,0,0,1.0,1,0,159
17.792,0,4,4,0,0,0,1.0,1,0,160
17.793,1,4,4,0,0,0,1.0,1,0,160
17.794,2,4,4,0,0,0,1.0,1,0,160
17.794,3,4,4,0,0,0,1.0,1,0,160
17.795,4,4,4,0,0,0,1.0,1,0,160
17.902,0,4,4,0,0,0,1.0,1,0,161
17.903,1,4,4,0,0,0,1.0,1,0,161
17.903,2,4,4,0,0,0,1.0,1,0,161
17.904,3,4,4,0,0,0,1.0,1,0,161
17.905,4,4,4,0,0,0,1.0,1,0,161
18.012,0,4,4,0,0,0,1.0,1,0,162
18.013,1,4,4,0,0,0,1.0,1,0,162
18.013,2,4,4,0,0,0,1.0,1,0,162
18.014,3,4,4,0,0,0,1.0,1,0,162
18.015,4,4,4,0,0,0,1.0,1,0,162
18.122,0,4,4,0,0,0,1.0,1,0,163
18.123,1,4,4,0,0,0,1.0,1,0,163
18.123,2,4,4,0,0,0,1.0,1,0,163
18.124,3,4,4,0,0,0,1.0,1,0,163
18.125,4,4,4,0,0,0,1.0,1,0,163
18.232,0,4,4,0,0,0,1.0,1,0,164
18.233,1,4,4,0,0,0,1.0,1,0,164
18.233,2,4,4,0,0,0,1.0,1,0,164
18.234,3,4,4,0,0,0,1.0,1,0,164
18.235,4,4,4,0,0,0,1.0,1,0,164
18.342,0,4,4,0,0,0,1.0,1,0,165
18.343,1,4,4,0,0,0,1.0,1,0,165
18.344,2,4,4,0,0,0,1.0,1,0,165
18.344,3,4,4,0,0,0,1.0,1,0,165
18.345,4,4,4,0,0,0,1.0,1,0,165
18.452,0,4,4,0,0,0,1.0,1,0,166
18.453,1,4,4,0,0,0,1.0,1,0,166
18.453,2,4,4,0,0,0,1.0,1,0,166
18.454,3,4,4,0,0,0,1.0,1,0,166
18.455,4,4,4,0,0,0,1.0,1,0,166
18.562,0,4,4,0,0,0,1.0,1,0,167
18.563,1,4,4,0,0,0,1.0,1,0,167
18.563,2,4,4,0,0,0,1.0,1,0,167
18.564,3,4,4,0,0,0,1.0,1,0,167
18.565,4,4,4,0,0,0,1.0,1,0,167
18.672,0,4,4,0,0,0,1.0,1,0,168
18.673,1,4,4,0,0,0,1.0,1,0,168
18.673,2,4,4,0,0,0,1.0,1,0,168
18.674,3,4,4,0,0,0,1.0,1,0,168
18.675,4,4,4,0,0,0,1.0,1,0,168
18.782,0,4,4,0,0,0,1.0,1,0,169
18.783,1,4,4,0,0,0,1.0,1,0,169
18.783,2,4,4,0,0,0,1.0,1,0,169
18.784,3,4,4,0,0,0,1.0,1,0,169
18.785,4,4,4,0,0,0,1.0,1,0,169
18.892,0,4,4,0,0,0,1.0,1,0,170
18.893,1,4,4,0,0,0,1.0,1,0,170
18.894,2,4,4,0,0,0,1.0,1,0,170
18.894,3,4,4,0,0,0,1.0,1,0,170
18.895,4,4,4,0,0,0,1.0,1,0,170
19.002,0,4,4,0,0,0,1.0,1,0,171
19.003,1,4,4,0,0,0,1.0,1,0,171
19.003,2,4,4,0,0,0,1.0,1,0,171
19.004,3,4,4,0,0,0,1.0,1,0,171
19.005,4,4,4,0,0,0,1.0,1,0,171
19.112,0,4,4,0,0,0,1.0,1,0,172
19.113,1,4,4,0,0,0,1.0,1,0,172
19.113,2,4,4,0,0,0,1.0,1,0,172
19.114,3,4,4,0,0,0,1.0,1,0,172
19.115,4,4,4,0,0,0,1.0,1,0,172
19.222,0,4,4,0,0,0,1.0,1,0,173
19.223,1,4,4,0,0,0,1.0,1,0,173
19.223,2,4,4,0,0,0,1.0,1,0,173
19.224,3,4,4,0,0,0,1.0,1,0,173
19.225,4,4,4,0,0,0,1.0,1,0,173
19.332,0,4,4,0,0,0,1.0,1,0,174
19.333,1,4,4,0,0,0,1.0,1,0,174
19.333,2,4,4,0,0,0,1.0,1,0,174
19.334,3,4,4,0,0,0,1.0,1,0,174
19.335,4,4,4,0,0,0,1.0,1,0,174
19.442,0,4,4,0,0,0,1.0,1,0,175
19.443,1,4,4,0,0,0,1.0,1,0,175
19.444,2,4,4,0,0,0,1.0,1,0,175
19.444,3,4,4,0,0,0,1.0,1,0,175
19.445,4,4,4,0,0,0,1.0,1,0,175
19.552,0,4,4,0,0,0,1.0,1,0,176
19.553,1,4,4,0,0,0,1.0,1,0,176
19.553,2,4,4,0,0,0,1.0,1,0,176
19.554,3,4,4,0,0,0,1.0,1,0,176
19.555,4,4,4,0,0,0,1.0,1,0,176
19.662,0,4,4,0,0,0,1.0,1,0,177
19.663,1,4,4,0,0,0,1.0,1,0,177
19.663,2,4,4,0,0,0,1.0,1,0,177
19.664,3,4,4,0,0,0,1.0,1,0,177
19.665,4,4,4,0,0,0,1.0,1,0,177
19.772,0,4,4,0,0,0,1.0,1,0,178
19.773,1,4,4,0,0,0,1.0,1,0,178
19.773,2,4,4,0,0,0,1.0,1,0,178
19.774,3,4,4,0,0,0,1.0,1,0,178
19.775,4,4,4,0,0,0,1.0,1,0,178
19.882,0,4,4,0,0,0,1.0,1,0,179
19.883,1,4,4,0,0,0,1.0,1,0,179
19.883,2,4,4,0,0,0,1.0,1,0,179
19.884,3,4,4,0,0,0,1.0,1,0,179
19.885,4,4,4,0,0,0,1.0,1,0,179
19.992,0,4,4,0,0,0,1.0,1,0,180
19.993,1,4,4,0,0,0,1.0,1,0,180
19.994,2,4,4,0,0,0,1.0,1,0,180
19.994,3,4,4,0,0,0,1.0,1,0,180
19.995,4,4,4,0,0,0,1.0,1,0,180
20.102,0,4,4,0,0,0,1.0,1,0,181
20.103,1,4,4,0,0,0,1.0,1,0,181
20.103,2,4,4,0,0,0,1.0,1,0,181
20.104,3,4,4,0,0,0,1.0,1,0,181
20.105,4,4,4,0,0,0,1.0,1,0,181
20.212,0,4,4,0,0,0,1.0,1,0,182
20.213,1,4,4,0,0,0,1.0,1,0,182
20.213,2,4,4,0,0,0,1.0,1,0,182
20.214,3,4,4,0,0,0,1.0,1,0,182
20.215,4,4,4,0,0,0,1.0,1,0,182
20.322,0,4,4,0,0,0,1.0,1,0,183
20.323,1,4,4,0,0,0,1.0,1,0,183
20.323,2,4,4,0,0,0,1.0,1,0,183
20.324,3,4,4,0,0,0,1.0,1,0,183
20.325,4,4,4,0,0,0,1.0,1,0,183
20.432,0,4,4,0,0,0,1.0,1,0,184
20.433,1,4,4,0,0,0,1.0,1,0,184
20.433,2,4,4,0,0,0,1.0,1,0,184
20.434,3,4,4,0,0,0,1.0,1,0,184
20.436,4,4,4,0,0,0,1.0,1,0,184
20.542,0,4,4,0,0,0,1.0,1,0,185
20.543,1,4,4,0,0,0,1.0,1,0,185
20.544,2,4,4,0,0,0,1.0,1,0,185
20.544,3,4,4,0,0,0,1.0,1,0,185
20.545,4,4,4,0,0,0,1.0,1,0,185
20.652,0,4,4,0,0,0,1.0,1,0,186
20.653,1,4,4,0,0,0,1.0,1,0,186
20.653,2,4,4,0,0,0,1.0,1,0,186
20.654,3,4,4,0,0,0,1.0,1,0,186
20.655,4,4,4,0,0,0,1.0,1,0,186
20.762,0,4,4,0,0,0,1.0,1,0,187
20.763,1,4,4,0,0,0,1.0,1,0,187
20.763,2,4,4,0,0,0,1.0,1,0,187
20.764,3,4,4,0,0,0,1.0,1,0,187
20.765,4,4,4,0,0,0,1.0,1,0,187
20.872,0,4,4,0,0,0,1.0,1,0,188
20.873,1,4,4,0,0,0,1.0,1,0,188
20.873,2,4,4,0,0,0,1.0,1,0,188
20.874,3,4,4,0,0,0,1.0,1,0,188
20.875,4,4,4,0,0,0,1.0,1,0,188
20.982,0,4,4,0,0,0,1.0,1,0,189
20.983,1,4,4,0,0,0,1.0,1,0,189
20.983,2,4,4,0,0,0,1.0,1,0,189
20.984,3,4,4,0,0,0,1.0,1,0,189
20.985,4,4,4,0,0,0,1.0,1,0,189
21.092,0,4,4,0,0,0,1.0,1,0,190
21.093,1,4,4,0,0,0,1.0,1,0,190
